Gruppo,DataOraIncidente,Localizzazione1,Localizzazione2,Strada02,NaturaIncidente,TipoStrada,FondoStradale,Pavimentazione,Segnaletica,CondizioneAtmosferica,Traffico,Visibilita,Illuminazione,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,DaSpecificare,Chilometrica
12,03/01/2014 10.25.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,NA,470
3,03/01/2014 10.35.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,1,0,0,2,NA,102
10,03/01/2014 11.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro veicoli in arresto,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,3,0,0,4,prossimita' incrocio VIA TUSCOLANA,NA
20,03/01/2014 11.10.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in sosta,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,NA,155
19,03/01/2014 11.10.00,Strada Urbana,all'intersezione con,VIA CARMINE CALÒ,Infortunio per sola frenata improvvisa,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale,Nuvoloso,Scarso,Buona,Ore Diurne,1,0,0,1,NA,NA
2,03/01/2014 11.15.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,NA,332
11,03/01/2014 11.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,0,NA,176
13,03/01/2014 11.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,0,NA,4
4,03/01/2014 11.30.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,1
20,03/01/2014 11.40.00,Strada Urbana,da specificare,NA,Fuoriuscita dalla sede stradale,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,1,FRONTE CIVICO 171,NA
8,03/01/2014 11.40.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,2,NA,9
16,03/01/2014 11.50.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,1,0,0,2,NA,48
17,03/01/2014 11.50.00,Strada Urbana,all'intersezione con,VIA SANTAMAURA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,4,NA,NA
13,03/01/2014 11.57.00,Strada Urbana,all'intersezione con,VIA DELLA MAGGIORANA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,3,NA,NA
12,03/01/2014 12.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,1,dir. Roma altezza via Carlo Levi,NA
6,03/01/2014 12.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,4,100 m. dopo il civico 125,NA
19,03/01/2014 12.10.00,Strada Urbana,all'intersezione con,VIA VINCENZO TOMASSINI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
8,03/01/2014 12.15.00,Strada Urbana,all'intersezione con,VIALE GUIDO CARLI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,4,NA,NA
6,03/01/2014 12.20.00,Strada Urbana,in corrispondenza,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,1,0,0,1,NA,28
9,03/01/2014 12.25.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2, VIA CESARE CORRENTI,NA
8,03/01/2014 13.00.00,Strada Urbana,all'intersezione con,VIA GIOVANNI ARTUSI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,3,NA,NA
5,03/01/2014 13.00.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,altezza traversa ingresso fermata Metro Pietralata,NA
18,03/01/2014 13.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,1,NA,651
10,03/01/2014 13.30.00,Strada Urbana,all'intersezione con,VIA DEL QUADRARO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Ore Diurne,0,0,0,2,NA,NA
8,03/01/2014 14.00.00,Statale entro l'abitato,in prossimità,del civico n.,Tamponamento Multiplo,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,1,0,0,7,NA,1760
2,03/01/2014 14.00.00,Strada Urbana,all'intersezione con,VIA SASSI DI S. GIULIANO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,1,0,0,1,NA,NA
9,03/01/2014 14.10.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Ore Diurne,0,0,0,1,NA,1
17,03/01/2014 14.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,0,NA,67
4,03/01/2014 14.30.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,3,NA,580
19,03/01/2014 14.40.00,Strada Urbana,in corrispondenza,del civico n.,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,2,0,0,1,NA,72
8,03/01/2014 14.40.00,Strada Urbana,da specificare,NA,Tamponamento,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,3,in prossimità inver. di marcia X Torre Spaccata,NA
10,03/01/2014 14.45.00,Strada Urbana,all'intersezione con,VIA VINCENZO LAMARO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
11,03/01/2014 15.00.00,Strada Urbana,all'intersezione semaforizzata con,VIA VEDANA,Scontro frontale/laterale DX fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Intenso,Buona,Ore Diurne,0,0,0,6,NA,NA
7,03/01/2014 15.05.00,Strada Urbana,all'intersezione semaforizzata con,VIALE PALMIRO TOGLIATTI,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Ore Diurne,0,0,0,2,NA,NA
8,03/01/2014 15.15.00,Strada Urbana,all'intersezione con,VIA DI VERMICINO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Intenso,Buona,Ore Diurne,1,0,0,2,NA,NA
26,03/01/2014 15.15.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),In cubetti di porfido,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,0,0,0,2,NA,4
12,03/01/2014 17.00.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicoli in sosta,Una carreggiata a doppio senso,Asciutto,In conglomerato cementizio,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,NA,84
10,03/01/2014 17.30.00,Strada Urbana,all'intersezione con,VIA PONZIO COMINIO,Investimento di pedone,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Ore Diurne,1,0,0,1,NA,NA
17,03/01/2014 18.15.00,Strada Urbana,all'intersezione semaforizzata con,VIA NEVIO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Ore Diurne,2,0,0,0,NA,NA
5,03/01/2014 18.30.00,Strada Urbana,in prossimità,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,1,0,0,1,NA,209
16,03/01/2014 18.45.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,1,in prossimità di via Spina,NA
4,03/01/2014 19.00.00,Strada Urbana,all'intersezione con,VIA INES ALFANI TELLINI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,3,NA,NA
8,03/01/2014 19.00.00,Provinciale entro l'abitato,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Insufficiente,0,0,0,2,NA,1156
5,03/01/2014 19.00.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo fermo,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,144
5,03/01/2014 19.00.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,153
8,03/01/2014 19.10.00,Provinciale entro l'abitato,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Insufficiente,0,0,0,3,fronte civico 1156,NA
15,03/01/2014 19.15.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Con buche,Orizzontale,Nuvoloso,Normale,Buona,Insufficiente,0,0,0,1,PROSSIMITA' INTERSEZIONE LGT. DEGLI INVENTORI,NA
8,03/01/2014 19.20.00,Provinciale entro l'abitato,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Insufficiente,0,0,0,2,fronte civico 1156,NA
8,03/01/2014 19.20.00,Provinciale entro l'abitato,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Insufficiente,0,0,0,1,NA,1156
8,03/01/2014 19.20.00,Strada Urbana,all'intersezione con,VIA SERRADIFALCO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,0,0,0,5,NA,NA
15,03/01/2014 19.20.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,0,0,0,1,PROSSIMITA' INTERSEZIONE VIA A. DEL VERROCCHIO,NA
8,03/01/2014 19.30.00,Provinciale entro l'abitato,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Con buche,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Inesistente,0,0,0,4,NA,1156
13,03/01/2014 19.30.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,NA,209
8,03/01/2014 19.40.00,Provinciale entro l'abitato,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Con buche,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Inesistente,0,0,0,3,NA,1156
8,03/01/2014 19.45.00,Provinciale entro l'abitato,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Insufficiente,Insufficiente,0,0,0,2,NA,1156
18,03/01/2014 19.45.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Con buche,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,1,NA,561
8,03/01/2014 20.00.00,Provinciale entro l'abitato,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Strada pavimentata dissestata,Orizzontale,Nuvoloso,Scarso,Sufficiente,Insufficiente,0,0,0,1,NA,64
15,03/01/2014 20.00.00,Strada Urbana,da specificare,NA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,4,fronte civico 13,NA
13,03/01/2014 20.05.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,39
4,03/01/2014 20.10.00,Strada Urbana,all'intersezione semaforizzata con,VIA ADOLFO CELI,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,4,NA,NA
18,03/01/2014 20.10.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Con buche,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,2,NA,561
9,03/01/2014 20.15.00,Strada Urbana,all'intersezione con,VIA PINEROLO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Temporanea di cantiere,Nuvoloso,Scarso,Sufficiente,Sufficiente,1,0,0,1,NA,NA
15,03/01/2014 20.15.00,Strada Urbana,all'intersezione con,VIA FRUGAROLO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Assente,Nuvoloso,Scarso,Insufficiente,Inesistente,0,0,0,3,NA,NA
8,03/01/2014 20.30.00,Strada Urbana,all'intersezione con,VIA PEDICA DI TOR ANGELA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,3,NA,NA
15,03/01/2014 21.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Normale,Buona,Insufficiente,0,0,0,1,PROSSIMITA' LGT. DEGLI INVENTORI,NA
1,03/01/2014 21.05.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,3,NA,FC 4
2,03/01/2014 21.10.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Buona,Sufficiente,0,0,0,2,NA,22
8,03/01/2014 21.20.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Sufficiente,1,0,0,0,NA,19
16,03/01/2014 21.50.00,Strada Urbana,all'intersezione con,VIA DEI MATTEINI,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,2,NA,NA
8,03/01/2014 22.20.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Insufficiente,Insufficiente,0,0,0,1,alt. cavalcavia Fontanile di Carcaricola,NA
2,03/01/2014 22.45.00,Strada Urbana,all'intersezione con,PIAZZA GONDAR,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Normale,Sufficiente,Sufficiente,0,0,0,6,NA,NA
19,03/01/2014 23.00.00,Strada Urbana,da specificare,NA,Fuoriuscita dalla sede stradale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,1,pross. Via F. Filippini,NA
2,03/01/2014 23.00.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,1,altezza ingresso rampa Corso di Francia,NA
3,03/01/2014 23.20.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,2,sottoponte ferrovia,NA
2,03/01/2014 23.20.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Con buche,Orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,21
20,03/01/2014 23.35.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Pioggia in atto,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,428
16,03/01/2014 23.40.00,Strada Urbana,all'intersezione con,VIA GIOVANNI DA CASTEL BOLOGNESE,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,3,NA,NA
11,03/01/2014 23.50.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Buona,Sufficiente,0,0,0,9,altezza P.LE DELLE NAZIONI UNITE,NA
12,03/02/2014 00.15.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,altezza palo ACEA n. 4,NA
18,03/02/2014 00.35.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Normale,Sufficiente,Sufficiente,0,0,0,1,cavalcavia Aurelia alt. via Dominici 6,NA
15,03/02/2014 01.20.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,2,NA,206
2,03/02/2014 01.50.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo fisso,Più di due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,1,NA,1
5,03/02/2014 01.50.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,0,0,0,2,50 mt dopo cavalcavia ferrovia dir. Via Tiburtina,NA
17,03/02/2014 01.55.00,Strada Urbana,all'intersezione semaforizzata con,VIA DUCCIO GALIMBERTI,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,1,0,0,1,NA,NA
1,03/02/2014 02.05.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,1,NA,24
7,03/02/2014 02.50.00,Strada Urbana,all'intersezione con,VIA DELLA SAGGINA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,4,NA,NA
1,03/02/2014 03.20.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,0,NA,130
8,03/02/2014 03.30.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,1,0,0,0,NA,11
7,03/02/2014 04.20.00,Strada Urbana,in prossimità,del palo luce n.,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Orizzontale,Nuvoloso,Scarso,Sufficiente,Sufficiente,2,0,0,0,NA,98
20,03/02/2014 04.30.00,Strada Urbana,all'intersezione con,VIA BASSANELLO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Nuvoloso,Scarso,Buona,Sufficiente,0,0,0,6,NA,NA
11,03/02/2014 05.00.00,Comunale extraurbana,in corrispondenza,del civico n.,Fuoriuscita dalla sede stradale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Assente,Nuvoloso,Scarso,Sufficiente,Sufficiente,0,0,0,2,NA,81
19,03/02/2014 05.10.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale ed orizzontale,Pioggia in atto,Scarso,Buona,Sufficiente,0,0,0,2,NA,9012
5,03/02/2014 05.30.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo fisso,Due carreggiate,Bagnato (pioggia),Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,fronte civico 1459,NA
18,03/02/2014 07.00.00,Comunale extraurbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Bagnato (pioggia),Asfaltata,Verticale,Nuvoloso,Normale,Sufficiente,Ore Diurne,0,0,0,1,prossimità via Cornelia,NA
10,03/02/2014 09.00.00,Strada Urbana,all'intersezione semaforizzata con,VIA VALERIO PUBLICOLA,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,4,NA,NA
8,03/02/2014 09.20.00,Strada Urbana,da specificare,NA,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Nuvoloso,Scarso,Buona,Ore Diurne,2,0,0,0,fronte civico 19 di via Massa Calciana,NA
15,03/02/2014 10.15.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a senso unico di marcia,Bagnato (umidità in atto),Asfaltata,Assente,Nuvoloso,Scarso,Buona,Ore Diurne,0,0,0,1,fronte civico 36,NA
